date,n,ct
2022-02-17,9415,8927512
2022-02-18,8362,8935874
2022-02-19,6502,8942376
2022-02-20,6529,8948905
2022-02-21,9606,8958511
2022-02-22,10300,8968811
2022-02-23,10005,8978816
2022-02-24,8977,8987793
2022-02-25,8331,8996124
2022-02-26,6710,9002834
2022-02-27,6491,9009325
2022-02-28,9110,9018435
2022-03-01,9139,9027574
2022-03-02,9656,9037230
2022-03-03,9914,9047144
2022-03-04,8553,9055697
2022-03-05,6762,9062459
2022-03-06,6879,9069338
2022-03-07,10105,9079443
2022-03-08,10388,9089831
2022-03-09,10490,9100321
2022-03-10,9925,9110246
2022-03-11,8367,9118613
2022-03-12,6535,9125148
2022-03-13,6942,9132090
2022-03-14,10582,9142672
2022-03-15,10717,9153389
2022-03-16,10346,9163735
2022-03-17,9801,9173536
2022-03-18,8126,9181662
2022-03-19,7466,9189128
2022-03-20,7531,9196659
2022-03-21,11098,9207757
2022-03-22,11900,9219657
2022-03-23,10796,9230453
2022-03-24,10697,9241150
2022-03-25,9303,9250453
2022-03-26,7346,9257799
2022-03-27,7598,9265397
2022-03-28,10835,9276232
2022-03-29,11102,9287334
2022-03-30,10896,9298230
2022-03-31,10574,9308804
2022-04-01,8848,9317652
2022-04-02,6834,9324486
2022-04-03,7444,9331930
2022-04-04,10740,9342670
2022-04-05,10711,9353381
2022-04-06,11172,9364553
2022-04-07,11144,9375697
2022-04-08,9573,9385270
2022-04-09,7736,9393006
2022-04-10,7431,9400437
2022-04-11,10494,9410931
2022-04-12,10871,9421802
2022-04-13,9690,9431492
2022-04-14,8799,9440291
2022-04-15,7732,9448023
2022-04-16,6790,9454813
2022-04-17,6760,9461573
2022-04-18,10164,9471737
2022-04-19,10934,9482671
2022-04-20,11041,9493712
2022-04-21,10210,9503922
2022-04-22,8970,9512892
2022-04-23,7332,9520224
2022-04-24,7591,9527815
2022-04-25,10763,9538578
2022-04-26,11267,9549845
2022-04-27,10690,9560535
2022-04-28,10365,9570900
2022-04-29,8443,9579343
2022-04-30,6790,9586133
2022-05-01,6570,9592703
2022-05-02,8335,9601038
2022-05-03,8718,9609756
2022-05-04,9208,9618964
2022-05-05,9393,9628357
2022-05-06,8338,9636695
2022-05-07,6722,9643417
2022-05-08,6572,9649989
2022-05-09,10358,9660347
2022-05-10,10597,9670944
2022-05-11,10402,9681346
2022-05-12,9960,9691306
2022-05-13,8599,9699905
2022-05-14,6878,9706783
2022-05-15,7006,9713789
2022-05-16,9962,9723751
2022-05-17,10761,9734512
2022-05-18,10251,9744763
2022-05-19,9734,9754497
2022-05-20,8466,9762963
2022-05-21,6829,9769792
2022-05-22,6874,9776666
2022-05-23,10202,9786868
2022-05-24,10662,9797530
2022-05-25,9995,9807525
2022-05-26,9748,9817273
2022-05-27,8290,9825563
2022-05-28,6755,9832318
2022-05-29,6856,9839174
2022-05-30,9309,9848483
2022-05-31,9358,9857841
2022-06-01,9005,9866846
2022-06-02,8721,9875567
2022-06-03,7680,9883247
2022-06-04,6173,9889420
2022-06-05,6463,9895883
2022-06-06,8914,9904797
2022-06-07,9903,9914700
2022-06-08,9508,9924208
2022-06-09,9478,9933686
2022-06-10,7788,9941474
2022-06-11,6332,9947806
2022-06-12,6276,9954082
2022-06-13,9062,9963144
2022-06-14,9248,9972392
2022-06-15,8662,9981054
2022-06-16,8400,9989454
2022-06-17,7228,9996682
2022-06-18,5961,10002643
2022-06-19,6127,10008770
2022-06-20,8891,10017661
2022-06-21,9066,10026727
2022-06-22,2048,10028775
