date,n,ct
2016-07-31,511,594714
2016-08-01,754,595468
2016-08-02,823,596291
2016-08-03,761,597052
2016-08-04,736,597788
2016-08-05,621,598409
2016-08-06,480,598889
2016-08-07,534,599423
2016-08-08,907,600330
2016-08-09,893,601223
2016-08-10,799,602022
2016-08-11,765,602787
2016-08-12,668,603455
2016-08-13,463,603918
2016-08-14,467,604385
2016-08-15,734,605119
2016-08-16,816,605935
2016-08-17,787,606722
2016-08-18,812,607534
2016-08-19,832,608366
2016-08-20,575,608941
2016-08-21,594,609535
2016-08-22,938,610473
2016-08-23,929,611402
2016-08-24,940,612342
2016-08-25,952,613294
2016-08-26,779,614073
2016-08-27,584,614657
2016-08-28,578,615235
2016-08-29,1046,616281
2016-08-30,1081,617362
2016-08-31,1007,618369
2016-09-01,1077,619446
2016-09-02,875,620321
2016-09-03,647,620968
2016-09-04,726,621694
2016-09-05,809,622503
2016-09-06,993,623496
2016-09-07,1066,624562
2016-09-08,980,625542
2016-09-09,923,626465
2016-09-10,735,627200
2016-09-11,711,627911
2016-09-12,1073,628984
2016-09-13,1050,630034
2016-09-14,1246,631280
2016-09-15,1073,632353
2016-09-16,935,633288
2016-09-17,769,634057
2016-09-18,818,634875
2016-09-19,1211,636086
2016-09-20,1240,637326
2016-09-21,1214,638540
2016-09-22,1275,639815
2016-09-23,1216,641031
2016-09-24,843,641874
2016-09-25,856,642730
2016-09-26,1380,644110
2016-09-27,1387,645497
2016-09-28,1308,646805
2016-09-29,1288,648093
2016-09-30,1190,649283
2016-10-01,739,650022
2016-10-02,758,650780
2016-10-03,1185,651965
2016-10-04,1347,653312
2016-10-05,1347,654659
2016-10-06,1515,656174
2016-10-07,1240,657414
2016-10-08,974,658388
2016-10-09,987,659375
2016-10-10,1319,660694
2016-10-11,1360,662054
2016-10-12,1443,663497
2016-10-13,1363,664860
2016-10-14,1078,665938
2016-10-15,875,666813
2016-10-16,941,667754
2016-10-17,1401,669155
2016-10-18,1463,670618
2016-10-19,1300,671918
2016-10-20,1374,673292
2016-10-21,1118,674410
2016-10-22,814,675224
2016-10-23,836,676060
2016-10-24,1367,677427
2016-10-25,1362,678789
2016-10-26,1379,680168
2016-10-27,1327,681495
2016-10-28,1123,682618
2016-10-29,808,683426
2016-10-30,844,684270
2016-10-31,1255,685525
2016-11-01,1266,686791
2016-11-02,1462,688253
2016-11-03,1487,689740
2016-11-04,1221,690961
2016-11-05,917,691878
2016-11-06,902,692780
2016-11-07,1432,694212
2016-11-08,1453,695665
2016-11-09,1186,696851
2016-11-10,1371,698222
2016-11-11,1247,699469
2016-11-12,1014,700483
2016-11-13,956,701439
2016-11-14,1575,703014
2016-11-15,1753,704767
2016-11-16,1734,706501
2016-11-17,1614,708115
2016-11-18,1402,709517
2016-11-19,982,710499
2016-11-20,963,711462
2016-11-21,1470,712932
2016-11-22,1571,714503
2016-11-23,1377,715880
2016-11-24,1192,717072
2016-11-25,1043,718115
2016-11-26,881,718996
2016-11-27,955,719951
2016-11-28,1592,721543
2016-11-29,1626,723169
2016-11-30,1555,724724
2016-12-01,1620,726344
2016-12-02,1424,727768
2016-12-03,981,728749
2016-12-04,1028,729777
2016-12-05,1511,731288
2016-12-06,1494,732782
2016-12-07,1407,734189
2016-12-08,1369,735558
2016-12-09,1211,736769
2016-12-10,857,737626
2016-12-11,900,738526
2016-12-12,1264,739790
2016-12-13,1312,741102
2016-12-14,1189,742291
2016-12-15,1128,743419
2016-12-16,1011,744430
2016-12-17,747,745177
2016-12-18,776,745953
2016-12-19,1125,747078
2016-12-20,1142,748220
2016-12-21,1002,749222
2016-12-22,967,750189
2016-12-23,746,750935
2016-12-24,594,751529
2016-12-25,569,752098
2016-12-26,742,752840
2016-12-27,943,753783
2016-12-28,932,754715
2016-12-29,948,755663
2016-12-30,782,756445
2016-12-31,449,756894
2017-01-01,495,757389
2017-01-02,817,758206
2017-01-03,1003,759209
2017-01-04,1078,760287
2017-01-05,1087,761374
2017-01-06,976,762350
2017-01-07,838,763188
2017-01-08,784,763972
2017-01-09,1110,765082
2017-01-10,1330,766412
2017-01-11,1244,767656
2017-01-12,1340,768996
2017-01-13,1387,770383
2017-01-14,879,771262
2017-01-15,968,772230
2017-01-16,1399,773629
2017-01-17,1354,774983
2017-01-18,1404,776387
2017-01-19,1409,777796
2017-01-20,1191,778987
2017-01-21,1018,780005
2017-01-22,1118,781123
2017-01-23,1487,782610
2017-01-24,1698,784308
2017-01-25,1586,785894
2017-01-26,1460,787354
2017-01-27,1134,788488
2017-01-28,871,789359
2017-01-29,943,790302
2017-01-30,1405,791707
2017-01-31,1425,793132
2017-02-01,1439,794571
2017-02-02,1521,796092
2017-02-03,1443,797535
2017-02-04,1046,798581
2017-02-05,1190,799771
2017-02-06,1491,801262
2017-02-07,1638,802900
2017-02-08,1600,804500
2017-02-09,1520,806020
2017-02-10,1312,807332
2017-02-11,1041,808373
2017-02-12,1091,809464
2017-02-13,1465,810929
2017-02-14,1465,812394
2017-02-15,1432,813826
2017-02-16,1718,815544
2017-02-17,1456,817000
2017-02-18,1115,818115
2017-02-19,1136,819251
2017-02-20,1625,820876
2017-02-21,1840,822716
2017-02-22,1767,824483
2017-02-23,1605,826088
2017-02-24,1376,827464
2017-02-25,1014,828478
2017-02-26,1162,829640
2017-02-27,1676,831316
2017-02-28,1780,833096
2017-03-01,1626,834722
2017-03-02,1907,836629
2017-03-03,1490,838119
2017-03-04,1083,839202
2017-03-05,1208,840410
2017-03-06,1702,842112
2017-03-07,1720,843832
2017-03-08,3367,847199
2017-03-09,3903,851102
2017-03-10,2594,853696
2017-03-11,1510,855206
2017-03-12,1528,856734
2017-03-13,2155,858889
2017-03-14,2046,860935
2017-03-15,2072,863007
2017-03-16,1988,864995
2017-03-17,1703,866698
2017-03-18,1373,868071
2017-03-19,1247,869318
2017-03-20,1925,871243
2017-03-21,2064,873307
2017-03-22,1889,875196
2017-03-23,1792,876988
2017-03-24,1647,878635
2017-03-25,1279,879914
2017-03-26,1214,881128
2017-03-27,1848,882976
2017-03-28,1967,884943
2017-03-29,2047,886990
2017-03-30,1919,888909
2017-03-31,1788,890697
2017-04-01,1299,891996
2017-04-02,1203,893199
2017-04-03,1711,894910
2017-04-04,1834,896744
2017-04-05,1909,898653
2017-04-06,1880,900533
2017-04-07,1602,902135
2017-04-08,1232,903367
2017-04-09,1238,904605
2017-04-10,1860,906465
2017-04-11,1933,908398
2017-04-12,1820,910218
2017-04-13,1766,911984
2017-04-14,1307,913291
2017-04-15,1159,914450
2017-04-16,1086,915536
2017-04-17,1751,917287
2017-04-18,1914,919201
2017-04-19,1976,921177
2017-04-20,1924,923101
2017-04-21,1622,924723
2017-04-22,1184,925907
2017-04-23,1247,927154
2017-04-24,1814,928968
2017-04-25,1860,930828
2017-04-26,1698,932526
2017-04-27,1634,934160
2017-04-28,1431,935591
2017-04-29,1156,936747
2017-04-30,1240,937987
2017-05-01,1541,939528
2017-05-02,1896,941424
2017-05-03,1684,943108
2017-05-04,1772,944880
2017-05-05,1493,946373
2017-05-06,1159,947532
2017-05-07,1152,948684
2017-05-08,1737,950421
2017-05-09,1828,952249
2017-05-10,1737,953986
2017-05-11,1617,955603
2017-05-12,1535,957138
2017-05-13,1062,958200
2017-05-14,1198,959398
2017-05-15,1713,961111
2017-05-16,1656,962767
2017-05-17,1653,964420
2017-05-18,1581,966001
2017-05-19,1363,967364
2017-05-20,1050,968414
2017-05-21,1081,969495
2017-05-22,1754,971249
2017-05-23,1703,972952
2017-05-24,1753,974705
2017-05-25,1953,976658
2017-05-26,1671,978329
2017-05-27,1181,979510
2017-05-28,1136,980646
2017-05-29,1485,982131
2017-05-30,1687,983818
2017-05-31,1787,985605
2017-06-01,1739,987344
2017-06-02,1553,988897
2017-06-03,1077,989974
2017-06-04,1137,991111
2017-06-05,1755,992866
2017-06-06,1723,994589
2017-06-07,1759,996348
2017-06-08,1683,998031
2017-06-09,1554,999585
2017-06-10,1137,1000722
2017-06-11,1156,1001878
2017-06-12,1626,1003504
2017-06-13,1628,1005132
2017-06-14,1647,1006779
2017-06-15,1483,1008262
2017-06-16,1446,1009708
2017-06-17,964,1010672
2017-06-18,971,1011643
2017-06-19,1511,1013154
2017-06-20,1455,1014609
2017-06-21,1469,1016078
2017-06-22,1430,1017508
2017-06-23,1340,1018848
2017-06-24,1067,1019915
2017-06-25,950,1020865
2017-06-26,1432,1022297
2017-06-27,1556,1023853
2017-06-28,1538,1025391
2017-06-29,1451,1026842
2017-06-30,1298,1028140
2017-07-01,860,1029000
2017-07-02,888,1029888
2017-07-03,1432,1031320
2017-07-04,1465,1032785
2017-07-05,1514,1034299
2017-07-06,1521,1035820
2017-07-07,1294,1037114
2017-07-08,1051,1038165
2017-07-09,974,1039139
2017-07-10,1499,1040638
2017-07-11,1520,1042158
2017-07-12,1566,1043724
2017-07-13,1608,1045332
2017-07-14,1347,1046679
2017-07-15,1028,1047707
2017-07-16,963,1048670
2017-07-17,1586,1050256
2017-07-18,1534,1051790
2017-07-19,1633,1053423
2017-07-20,1518,1054941
2017-07-21,1403,1056344
2017-07-22,1051,1057395
2017-07-23,950,1058345
2017-07-24,1569,1059914
2017-07-25,1663,1061577
2017-07-26,1510,1063087
2017-07-27,1351,1064438
2017-07-28,1516,1065954
2017-07-29,1199,1067153
2017-07-30,1053,1068206
2017-07-31,1364,1069570
2017-08-01,1666,1071236
2017-08-02,1771,1073007
2017-08-03,1572,1074579
2017-08-04,1456,1076035
2017-08-05,1062,1077097
2017-08-06,1025,1078122
2017-08-07,1438,1079560
2017-08-08,1473,1081033
2017-08-09,1401,1082434
2017-08-10,1467,1083901
2017-08-11,1304,1085205
2017-08-12,1008,1086213
2017-08-13,1024,1087237
2017-08-14,1470,1088707
2017-08-15,1468,1090175
2017-08-16,1473,1091648
2017-08-17,1551,1093199
2017-08-18,1429,1094628
2017-08-19,1018,1095646
2017-08-20,1167,1096813
2017-08-21,1634,1098447
2017-08-22,1769,1100216
2017-08-23,1733,1101949
2017-08-24,1676,1103625
2017-08-25,1381,1105006
2017-08-26,1087,1106093
2017-08-27,1093,1107186
2017-08-28,1558,1108744
2017-08-29,1688,1110432
2017-08-30,1638,1112070
2017-08-31,1641,1113711
2017-09-01,1409,1115120
2017-09-02,1094,1116214
2017-09-03,1115,1117329
2017-09-04,1630,1118959
2017-09-05,1844,1120803
2017-09-06,1911,1122714
2017-09-07,1997,1124711
2017-09-08,1741,1126452
2017-09-09,1262,1127714
2017-09-10,1354,1129068
2017-09-11,2025,1131093
2017-09-12,2134,1133227
2017-09-13,2050,1135277
2017-09-14,2074,1137351
2017-09-15,1964,1139315
2017-09-16,1488,1140803
2017-09-17,1691,1142494
2017-09-18,2297,1144791
2017-09-19,2368,1147159
2017-09-20,2013,1149172
2017-09-21,2132,1151304
2017-09-22,1891,1153195
2017-09-23,1755,1154950
2017-09-24,1552,1156502
2017-09-25,2477,1158979
2017-09-26,2463,1161442
2017-09-27,2494,1163936
2017-09-28,2314,1166250
2017-09-29,2092,1168342
2017-09-30,1704,1170046
2017-10-01,1498,1171544
2017-10-02,2396,1173940
2017-10-03,2528,1176468
2017-10-04,2260,1178728
2017-10-05,2360,1181088
2017-10-06,2025,1183113
2017-10-07,1572,1184685
2017-10-08,1651,1186336
2017-10-09,2394,1188730
2017-10-10,2462,1191192
2017-10-11,2474,1193666
2017-10-12,2482,1196148
2017-10-13,2107,1198255
2017-10-14,1533,1199788
2017-10-15,1591,1201379
2017-10-16,2353,1203732
2017-10-17,2376,1206108
2017-10-18,2247,1208355
2017-10-19,2136,1210491
2017-10-20,2132,1212623
2017-10-21,1615,1214238
2017-10-22,1829,1216067
2017-10-23,2522,1218589
2017-10-24,2643,1221232
2017-10-25,2448,1223680
2017-10-26,2650,1226330
2017-10-27,2216,1228546
2017-10-28,2097,1230643
2017-10-29,3479,1234122
2017-10-30,3454,1237576
2017-10-31,3252,1240828
2017-11-01,2871,1243699
2017-11-02,2944,1246643
2017-11-03,2421,1249064
2017-11-04,1842,1250906
2017-11-05,2057,1252963
2017-11-06,2806,1255769
2017-11-07,3039,1258808
2017-11-08,2891,1261699
2017-11-09,2671,1264370
2017-11-10,2352,1266722
2017-11-11,1795,1268517
2017-11-12,2038,1270555
2017-11-13,2951,1273506
2017-11-14,2945,1276451
2017-11-15,2751,1279202
2017-11-16,2997,1282199
2017-11-17,2515,1284714
2017-11-18,1765,1286479
2017-11-19,2036,1288515
2017-11-20,2881,1291396
2017-11-21,2869,1294265
2017-11-22,2590,1296855
2017-11-23,2363,1299218
2017-11-24,1912,1301130
2017-11-25,1689,1302819
2017-11-26,2012,1304831
2017-11-27,2996,1307827
2017-11-28,3202,1311029
2017-11-29,3107,1314136
2017-11-30,3076,1317212
2017-12-01,2524,1319736
2017-12-02,1991,1321727
2017-12-03,2057,1323784
2017-12-04,2962,1326746
2017-12-05,2774,1329520
2017-12-06,2717,1332237
2017-12-07,2560,1334797
2017-12-08,2307,1337104
2017-12-09,1835,1338939
2017-12-10,1895,1340834
2017-12-11,2547,1343381
2017-12-12,2497,1345878
2017-12-13,2248,1348126
2017-12-14,2057,1350183
2017-12-15,1842,1352025
2017-12-16,1448,1353473
2017-12-17,1409,1354882
2017-12-18,2088,1356970
2017-12-19,2055,1359025
2017-12-20,1948,1360973
2017-12-21,1796,1362769
2017-12-22,1485,1364254
2017-12-23,1087,1365341
2017-12-24,991,1366332
2017-12-25,1136,1367468
2017-12-26,1433,1368901
2017-12-27,1648,1370549
2017-12-28,1391,1371940
2017-12-29,1468,1373408
2017-12-30,1086,1374494
2017-12-31,931,1375425
2018-01-01,917,1376342
2018-01-02,1830,1378172
2018-01-03,1808,1379980
2018-01-04,1873,1381853
2018-01-05,1736,1383589
2018-01-06,1424,1385013
2018-01-07,1425,1386438
2018-01-08,1999,1388437
2018-01-09,2183,1390620
2018-01-10,2344,1392964
2018-01-11,2360,1395324
2018-01-12,2234,1397558
2018-01-13,1705,1399263
2018-01-14,1665,1400928
2018-01-15,2462,1403390
2018-01-16,2655,1406045
2018-01-17,3252,1409297
2018-01-18,3000,1412297
2018-01-19,2641,1414938
2018-01-20,1923,1416861
2018-01-21,1997,1418858
2018-01-22,2799,1421657
2018-01-23,3054,1424711
2018-01-24,3101,1427812
2018-01-25,2676,1430488
2018-01-26,2413,1432901
2018-01-27,1919,1434820
2018-01-28,2083,1436903
2018-01-29,2962,1439865
2018-01-30,3261,1443126
2018-01-31,3079,1446205
2018-02-01,2982,1449187
2018-02-02,2602,1451789
2018-02-03,2004,1453793
2018-02-04,2026,1455819
2018-02-05,2984,1458803
2018-02-06,2994,1461797
2018-02-07,2938,1464735
2018-02-08,3097,1467832
2018-02-09,2638,1470470
2018-02-10,2029,1472499
2018-02-11,2103,1474602
2018-02-12,3113,1477715
2018-02-13,3060,1480775
2018-02-14,2682,1483457
2018-02-15,2686,1486143
2018-02-16,2428,1488571
2018-02-17,1821,1490392
2018-02-18,1948,1492340
2018-02-19,2865,1495205
2018-02-20,2938,1498143
2018-02-21,2992,1501135
2018-02-22,2976,1504111
2018-02-23,2891,1507002
2018-02-24,2165,1509167
2018-02-25,2240,1511407
2018-02-26,3190,1514597
2018-02-27,3316,1517913
2018-02-28,3372,1521285
2018-03-01,3245,1524530
2018-03-02,2882,1527412
2018-03-03,2476,1529888
2018-03-04,2116,1532004
2018-03-05,3298,1535302
2018-03-06,3724,1539026
2018-03-07,3629,1542655
2018-03-08,3238,1545893
2018-03-09,2871,1548764
2018-03-10,2213,1550977
2018-03-11,2478,1553455
2018-03-12,3391,1556846
2018-03-13,3611,1560457
2018-03-14,3247,1563704
2018-03-15,3094,1566798
2018-03-16,2544,1569342
2018-03-17,2063,1571405
2018-03-18,2185,1573590
2018-03-19,3371,1576961
2018-03-20,3564,1580525
2018-03-21,3611,1584136
2018-03-22,3460,1587596
2018-03-23,3190,1590786
2018-03-24,2271,1593057
2018-03-25,2514,1595571
2018-03-26,3675,1599246
2018-03-27,3539,1602785
2018-03-28,3289,1606074
2018-03-29,3064,1609138
2018-03-30,2592,1611730
2018-03-31,2281,1614011
2018-04-01,2154,1616165
2018-04-02,3039,1619204
2018-04-03,3347,1622551
2018-04-04,3300,1625851
2018-04-05,3203,1629054
2018-04-06,2736,1631790
2018-04-07,2187,1633977
2018-04-08,2356,1636333
2018-04-09,3479,1639812
2018-04-10,3878,1643690
2018-04-11,3641,1647331
2018-04-12,3491,1650822
2018-04-13,2839,1653661
2018-04-14,2305,1655966
2018-04-15,2389,1658355
2018-04-16,3339,1661694
2018-04-17,3591,1665285
2018-04-18,3601,1668886
2018-04-19,3324,1672210
2018-04-20,2813,1675023
2018-04-21,2322,1677345
2018-04-22,2316,1679661
2018-04-23,3715,1683376
2018-04-24,3405,1686781
2018-04-25,3197,1689978
2018-04-26,3166,1693144
2018-04-27,2539,1695683
2018-04-28,2144,1697827
2018-04-29,2149,1699976
2018-04-30,2831,1702807
2018-05-01,2885,1705692
2018-05-02,3304,1708996
2018-05-03,3099,1712095
2018-05-04,2546,1714641
2018-05-05,2103,1716744
2018-05-06,1984,1718728
2018-05-07,3000,1721728
2018-05-08,3375,1725103
2018-05-09,2967,1728070
2018-05-10,2935,1731005
2018-05-11,2721,1733726
2018-05-12,1980,1735706
2018-05-13,1912,1737618
2018-05-14,2999,1740617
2018-05-15,3184,1743801
2018-05-16,2914,1746715
2018-05-17,2982,1749697
2018-05-18,2664,1752361
2018-05-19,1905,1754266
2018-05-20,1823,1756089
2018-05-21,2615,1758704
2018-05-22,2935,1761639
2018-05-23,2879,1764518
2018-05-24,2678,1767196
2018-05-25,2414,1769610
2018-05-26,1768,1771378
2018-05-27,1638,1773016
2018-05-28,2498,1775514
2018-05-29,2544,1778058
2018-05-30,2609,1780667
2018-05-31,2448,1783115
2018-06-01,2243,1785358
2018-06-02,1737,1787095
2018-06-03,1794,1788889
2018-06-04,2588,1791477
2018-06-05,2661,1794138
2018-06-06,2714,1796852
2018-06-07,2453,1799305
2018-06-08,2491,1801796
2018-06-09,1788,1803584
2018-06-10,1678,1805262
2018-06-11,3566,1808828
2018-06-12,3275,1812103
2018-06-13,2543,1814646
2018-06-14,2572,1817218
2018-06-15,2206,1819424
2018-06-16,1601,1821025
2018-06-17,1556,1822581
2018-06-18,2133,1824714
2018-06-19,2596,1827310
2018-06-20,2673,1829983
2018-06-21,2590,1832573
2018-06-22,2217,1834790
2018-06-23,1792,1836582
2018-06-24,1600,1838182
2018-06-25,2632,1840814
2018-06-26,2726,1843540
2018-06-27,2483,1846023
2018-06-28,2500,1848523
2018-06-29,2197,1850720
2018-06-30,1717,1852437
2018-07-01,1765,1854202
2018-07-02,2580,1856782
2018-07-03,2785,1859567
2018-07-04,2949,1862516
2018-07-05,2613,1865129
2018-07-06,2448,1867577
2018-07-07,1769,1869346
2018-07-08,1770,1871116
2018-07-09,2886,1874002
2018-07-10,2910,1876912
2018-07-11,2580,1879492
2018-07-12,2689,1882181
2018-07-13,2484,1884665
2018-07-14,1853,1886518
2018-07-15,1559,1888077
2018-07-16,2427,1890504
2018-07-17,2796,1893300
2018-07-18,2826,1896126
2018-07-19,2780,1898906
2018-07-20,2503,1901409
2018-07-21,1944,1903353
2018-07-22,1824,1905177
2018-07-23,2787,1907964
2018-07-24,3393,1911357
2018-07-25,2885,1914242
2018-07-26,2787,1917029
2018-07-27,2556,1919585
2018-07-28,1854,1921439
2018-07-29,1879,1923318
2018-07-30,2724,1926042
2018-07-31,3212,1929254
2018-08-01,2754,1932008
2018-08-02,2819,1934827
2018-08-03,2412,1937239
2018-08-04,1936,1939175
2018-08-05,1887,1941062
2018-08-06,2849,1943911
2018-08-07,2924,1946835
2018-08-08,2886,1949721
2018-08-09,2630,1952351
2018-08-10,2396,1954747
2018-08-11,1974,1956721
2018-08-12,1961,1958682
2018-08-13,2676,1961358
2018-08-14,2841,1964199
2018-08-15,2560,1966759
2018-08-16,2586,1969345
2018-08-17,2447,1971792
2018-08-18,1873,1973665
2018-08-19,1850,1975515
2018-08-20,2592,1978107
2018-08-21,2847,1980954
2018-08-22,2715,1983669
2018-08-23,2796,1986465
2018-08-24,2642,1989107
2018-08-25,1845,1990952
2018-08-26,1669,1992621
2018-08-27,2806,1995427
2018-08-28,3254,1998681
2018-08-29,3115,2001796
2018-08-30,3012,2004808
2018-08-31,2696,2007504
2018-09-01,2234,2009738
2018-09-02,2017,2011755
2018-09-03,3186,2014941
2018-09-04,3692,2018633
2018-09-05,3764,2022397
2018-09-06,4097,2026494
2018-09-07,3579,2030073
2018-09-08,2541,2032614
2018-09-09,2491,2035105
2018-09-10,3893,2038998
2018-09-11,3888,2042886
2018-09-12,3946,2046832
2018-09-13,3504,2050336
2018-09-14,3316,2053652
2018-09-15,2547,2056199
2018-09-16,2610,2058809
2018-09-17,3737,2062546
2018-09-18,4123,2066669
2018-09-19,4124,2070793
2018-09-20,3874,2074667
2018-09-21,3458,2078125
2018-09-22,2714,2080839
2018-09-23,2469,2083308
2018-09-24,3491,2086799
2018-09-25,4019,2090818
2018-09-26,4299,2095117
2018-09-27,3990,2099107
2018-09-28,3501,2102608
2018-09-29,2749,2105357
2018-09-30,2656,2108013
2018-10-01,3867,2111880
2018-10-02,3903,2115783
2018-10-03,4131,2119914
2018-10-04,4104,2124018
2018-10-05,3644,2127662
2018-10-06,2767,2130429
2018-10-07,2894,2133323
2018-10-08,4515,2137838
2018-10-09,4601,2142439
2018-10-10,4544,2146983
2018-10-11,4285,2151268
2018-10-12,3852,2155120
2018-10-13,2871,2157991
2018-10-14,2857,2160848
2018-10-15,4061,2164909
2018-10-16,4159,2169068
2018-10-17,4290,2173358
2018-10-18,3955,2177313
2018-10-19,3713,2181026
2018-10-20,2716,2183742
2018-10-21,2963,2186705
2018-10-22,4282,2190987
2018-10-23,4514,2195501
2018-10-24,4567,2200068
2018-10-25,4667,2204735
2018-10-26,4204,2208939
2018-10-27,3227,2212166
2018-10-28,3157,2215323
2018-10-29,4624,2219947
2018-10-30,5000,2224947
2018-10-31,4448,2229395
2018-11-01,3880,2233275
2018-11-02,3517,2236792
2018-11-03,2714,2239506
2018-11-04,2935,2242441
2018-11-05,4619,2247060
2018-11-06,4230,2251290
2018-11-07,4352,2255642
2018-11-08,4668,2260310
2018-11-09,4943,2265253
2018-11-10,3832,2269085
2018-11-11,3976,2273061
2018-11-12,5048,2278109
2018-11-13,4947,2283056
2018-11-14,4668,2287724
2018-11-15,4590,2292314
2018-11-16,3783,2296097
2018-11-17,3131,2299228
2018-11-18,3358,2302586
2018-11-19,4688,2307274
2018-11-20,4420,2311694
2018-11-21,4141,2315835
2018-11-22,3708,2319543
2018-11-23,3100,2322643
2018-11-24,2868,2325511
2018-11-25,3019,2328530
2018-11-26,4682,2333212
2018-11-27,4664,2337876
2018-11-28,4743,2342619
2018-11-29,4235,2346854
2018-11-30,3752,2350606
2018-12-01,3040,2353646
2018-12-02,3010,2356656
2018-12-03,4499,2361155
2018-12-04,4485,2365640
2018-12-05,4313,2369953
2018-12-06,4001,2373954
2018-12-07,3395,2377349
2018-12-08,2594,2379943
2018-12-09,2756,2382699
2018-12-10,3774,2386473
2018-12-11,3639,2390112
2018-12-12,3416,2393528
2018-12-13,3488,2397016
2018-12-14,3345,2400361
2018-12-15,2481,2402842
2018-12-16,2587,2405429
2018-12-17,3560,2408989
2018-12-18,3448,2412437
2018-12-19,3452,2415889
2018-12-20,3156,2419045
2018-12-21,2842,2421887
2018-12-22,2073,2423960
2018-12-23,2126,2426086
2018-12-24,2312,2428398
2018-12-25,2056,2430454
2018-12-26,2479,2432933
2018-12-27,2723,2435656
2018-12-28,2494,2438150
2018-12-29,1966,2440116
2018-12-30,1729,2441845
2018-12-31,1655,2443500
2019-01-01,1633,2445133
2019-01-02,3041,2448174
2019-01-03,3174,2451348
2019-01-04,2888,2454236
2019-01-05,2463,2456699
2019-01-06,2264,2458963
2019-01-07,3439,2462402
2019-01-08,3593,2465995
2019-01-09,3543,2469538
2019-01-10,3323,2472861
2019-01-11,2940,2475801
2019-01-12,2297,2478098
2019-01-13,2347,2480445
2019-01-14,3480,2483925
2019-01-15,3507,2487432
2019-01-16,3627,2491059
2019-01-17,3534,2494593
2019-01-18,3094,2497687
2019-01-19,2502,2500189
2019-01-20,2737,2502926
2019-01-21,3773,2506699
2019-01-22,3869,2510568
2019-01-23,3903,2514471
2019-01-24,4017,2518488
2019-01-25,3581,2522069
2019-01-26,2756,2524825
2019-01-27,2649,2527474
2019-01-28,3802,2531276
2019-01-29,4089,2535365
2019-01-30,3948,2539313
2019-01-31,3942,2543255
2019-02-01,3646,2546901
2019-02-02,2891,2549792
2019-02-03,2604,2552396
2019-02-04,3275,2555671
2019-02-05,3553,2559224
2019-02-06,3480,2562704
2019-02-07,3656,2566360
2019-02-08,3425,2569785
2019-02-09,2912,2572697
2019-02-10,2742,2575439
2019-02-11,4117,2579556
2019-02-12,4290,2583846
2019-02-13,4174,2588020
2019-02-14,4026,2592046
2019-02-15,3514,2595560
2019-02-16,3060,2598620
2019-02-17,2998,2601618
2019-02-18,4359,2605977
2019-02-19,4609,2610586
2019-02-20,4432,2615018
2019-02-21,4400,2619418
2019-02-22,3017,2622435
2019-02-23,3168,2625603
2019-02-24,3486,2629089
2019-02-25,4654,2633743
2019-02-26,5219,2638962
2019-02-27,4841,2643803
2019-02-28,4786,2648589
2019-03-01,3775,2652364
2019-03-02,3279,2655643
2019-03-03,3434,2659077
2019-03-04,4655,2663732
2019-03-05,4837,2668569
2019-03-06,4688,2673257
2019-03-07,4658,2677915
2019-03-08,3971,2681886
2019-03-09,3342,2685228
2019-03-10,3525,2688753
2019-03-11,4831,2693584
2019-03-12,5203,2698787
2019-03-13,4567,2703354
2019-03-14,4856,2708210
2019-03-15,4156,2712366
2019-03-16,3387,2715753
2019-03-17,3594,2719347
2019-03-18,5189,2724536
2019-03-19,5058,2729594
2019-03-20,5036,2734630
2019-03-21,4470,2739100
2019-03-22,4007,2743107
2019-03-23,3183,2746290
2019-03-24,3075,2749365
2019-03-25,4769,2754134
2019-03-26,4905,2759039
2019-03-27,5320,2764359
2019-03-28,4686,2769045
2019-03-29,4161,2773206
2019-03-30,3554,2776760
2019-03-31,3196,2779956
2019-04-01,4974,2784930
2019-04-02,5114,2790044
2019-04-03,4993,2795037
2019-04-04,4935,2799972
2019-04-05,4093,2804065
2019-04-06,3265,2807330
2019-04-07,3520,2810850
2019-04-08,5242,2816092
2019-04-09,5452,2821544
2019-04-10,5317,2826861
2019-04-11,4995,2831856
2019-04-12,4380,2836236
2019-04-13,3513,2839749
2019-04-14,3586,2843335
2019-04-15,4824,2848159
2019-04-16,5695,2853854
2019-04-17,4586,2858440
2019-04-18,4381,2862821
2019-04-19,3634,2866455
2019-04-20,3186,2869641
2019-04-21,3305,2872946
2019-04-22,4537,2877483
2019-04-23,4700,2882183
2019-04-24,4467,2886650
2019-04-25,4277,2890927
2019-04-26,3305,2894232
2019-04-27,2922,2897154
2019-04-28,3117,2900271
2019-04-29,4585,2904856
2019-04-30,4834,2909690
2019-05-01,3939,2913629
2019-05-02,4268,2917897
2019-05-03,3910,2921807
2019-05-04,3169,2924976
2019-05-05,3325,2928301
2019-05-06,4231,2932532
2019-05-07,4526,2937058
2019-05-08,4346,2941404
2019-05-09,4227,2945631
2019-05-10,3642,2949273
2019-05-11,2912,2952185
2019-05-12,2894,2955079
2019-05-13,4140,2959219
2019-05-14,4517,2963736
2019-05-15,4201,2967937
2019-05-16,4250,2972187
2019-05-17,3797,2975984
2019-05-18,3182,2979166
2019-05-19,2937,2982103
2019-05-20,4271,2986374
2019-05-21,4640,2991014
2019-05-22,4306,2995320
2019-05-23,3913,2999233
2019-05-24,3565,3002798
